vector_id,pixel_x,pixel_y,latitude,longitude,magnitude,alpha_deg
0,0,616,36.504607,6.500736,19.854031,11.44
1,32,615,36.512337,7.100364,17.888000,8.10
2,64,615,36.516202,7.700108,17.250885,7.38
3,96,615,36.516202,8.299891,17.325336,7.16
4,129,615,36.512337,8.899635,17.677099,9.47
5,161,616,36.504607,9.499263,19.043501,11.42
6,32,589,36.994759,7.093092,18.695042,13.55
7,64,589,36.998662,7.697684,17.278938,11.75
8,97,589,36.998662,8.302315,17.509087,8.27
9,129,589,36.994759,8.906907,17.988716,7.88
10,161,590,36.986953,9.511380,18.193838,6.82
11,194,591,36.975246,10.115655,19.150587,7.31
12,226,591,36.959642,10.719655,19.787323,7.97
13,258,592,36.940143,11.323300,19.663828,8.26
14,291,594,36.916755,11.926512,19.117268,6.49
15,323,595,36.889483,12.529213,19.250250,3.54
16,355,597,36.858333,13.131326,18.776779,0.49
17,387,599,36.823313,13.732773,16.834728,-0.12
18,420,601,36.784431,14.333479,14.693880,2.79
19,452,603,36.741697,14.933367,13.049355,6.94
20,484,606,36.695120,15.532361,12.805097,7.07
21,516,608,36.644711,16.130388,12.817130,0.10
22,548,611,36.590482,16.727372,9.339795,-8.59
23,580,614,36.532447,17.323242,10.333409,-28.62
24,31,564,37.478018,7.085702,20.106634,18.17
25,64,563,37.481960,7.695220,18.642456,14.30
26,97,563,37.481960,8.304779,17.354759,13.30
27,129,564,37.478018,8.914297,17.447893,9.32
28,162,564,37.470135,9.523694,18.014593,9.56
29,195,565,37.458313,10.132888,18.109892,8.71
30,227,566,37.442554,10.741800,18.452677,6.37
31,260,567,37.422863,11.350348,18.095222,7.12
32,292,568,37.399244,11.958453,18.251396,6.88
33,325,569,37.371703,12.566034,18.005630,6.18
34,357,571,37.340247,13.173013,16.607689,4.19
35,390,573,37.304882,13.779310,14.513529,5.03
36,422,575,37.265618,14.384847,13.195385,7.23
37,455,577,37.222464,14.989545,12.547546,15.24
38,487,580,37.175430,15.593329,12.381320,10.83
39,519,583,37.124526,16.196122,12.456590,6.37
40,552,585,37.069766,16.797847,9.086798,-3.38
41,584,589,37.011162,17.398431,9.577038,-21.11
42,616,592,36.948729,17.997799,10.833972,-34.19
43,31,538,37.962086,7.078190,21.990709,19.38
44,64,537,37.966067,7.692716,19.473391,16.55
45,97,537,37.966067,8.307283,17.984142,16.49
46,130,538,37.962087,8.921809,17.964996,13.57
47,163,538,37.954126,9.536210,17.567715,13.13
48,196,539,37.942187,10.150404,17.423223,11.38
49,228,540,37.926273,10.764308,17.044134,11.53
50,261,541,37.906387,11.377840,16.271730,9.60
51,294,542,37.882536,11.990917,15.434834,11.70
52,327,543,37.854723,12.603458,15.021175,11.28
53,360,545,37.822957,13.215381,14.591162,8.51
54,392,547,37.787244,13.826606,12.869241,8.28
55,425,549,37.747593,14.437052,12.523539,13.82
56,458,552,37.704015,15.046639,12.304499,21.13
57,490,554,37.656518,15.655289,11.691180,18.38
58,523,557,37.605115,16.262924,14.243349,9.51
59,555,560,37.549818,16.869465,9.629114,2.77
60,588,563,37.490640,17.474836,8.832419,-16.48
61,620,566,37.427595,18.078962,9.957705,-34.33
62,31,512,38.446939,7.070554,22.504955,21.71
63,64,511,38.450959,7.690170,20.297052,18.07
64,97,511,38.450959,8.309829,19.304190,17.13
65,130,512,38.446939,8.929445,19.253426,16.05
66,163,512,38.438899,9.548934,18.754557,13.94
67,196,513,38.426842,10.168210,18.456108,14.09
68,230,514,38.410771,10.787189,18.098707,14.55
69,263,515,38.390689,11.405787,16.931900,13.25
70,296,516,38.366602,12.023918,16.437386,12.57
71,329,518,38.338515,12.641500,15.110422,12.39
72,362,519,38.306435,13.258449,13.359644,12.09
73,395,521,38.270370,13.874681,12.413579,11.58
